method,acc_cat,mae_cont,na_ratio,run,dataset
AutoComplete,0.8330197554092192,205.1972114837467,0.05,0.0,HANCOCK
AutoComplete,0.8467629250116442,212.3012833620716,0.05,5.0,HANCOCK
AutoComplete,0.8453579930415674,204.48425041914007,0.25,3.0,HANCOCK
AutoComplete,0.8431272828147395,211.66279779692343,0.5,5.0,HANCOCK
AutoComplete,0.841313269493844,178.12365185911665,0.05,4.0,HANCOCK
AutoComplete,0.8520210093628683,191.64625078954296,0.1,1.0,HANCOCK
AutoComplete,0.8410596026490066,143.87807783216684,0.01,0.0,HANCOCK
AutoComplete,0.8483171968649147,187.6524889986879,0.5,3.0,HANCOCK
AutoComplete,0.8473056659580368,202.82321192176724,0.25,5.0,HANCOCK
AutoComplete,0.8738532110091743,165.15086805137437,0.01,4.0,HANCOCK
AutoComplete,0.8552601681436037,198.83840686669512,0.1,8.0,HANCOCK
AutoComplete,0.8390221402214022,200.598420468684,0.25,6.0,HANCOCK
AutoComplete,0.8505535055350554,147.91518728444527,0.05,7.0,HANCOCK
AutoComplete,0.8706697459584296,179.74326997732197,0.01,7.0,HANCOCK
AutoComplete,0.8419864559819413,230.1156878299428,0.01,3.0,HANCOCK
AutoComplete,0.8579466838852504,183.65106065541835,0.25,9.0,HANCOCK
AutoComplete,0.8502792264734389,189.5215012221328,0.5,2.0,HANCOCK
AutoComplete,0.848951048951049,185.49032889600184,0.05,1.0,HANCOCK
AutoComplete,0.8429902294932969,220.393246421831,0.1,9.0,HANCOCK
AutoComplete,0.8536025699862322,200.24735001647164,0.1,4.0,HANCOCK
AutoComplete,0.8446691176470589,174.95876622273667,0.05,3.0,HANCOCK
AutoComplete,0.850974415812321,179.71252761929557,0.5,8.0,HANCOCK
AutoComplete,0.8447190595205035,193.1584290286499,0.5,7.0,HANCOCK
AutoComplete,0.8496662830840046,208.32821765921884,0.5,0.0,HANCOCK
AutoComplete,0.8426217367154231,203.64124285434488,0.25,2.0,HANCOCK
AutoComplete,0.8482118231129907,195.8175272061074,0.25,1.0,HANCOCK
AutoComplete,0.8379914732354334,180.2491654647416,0.05,9.0,HANCOCK
AutoComplete,0.8500647668393783,187.4752794074679,0.5,9.0,HANCOCK
AutoComplete,0.8451764705882353,199.58845977441584,0.05,6.0,HANCOCK
AutoComplete,0.8409480959228165,211.60385002583573,0.5,1.0,HANCOCK
AutoComplete,0.8451094486007205,196.2005746305821,0.25,4.0,HANCOCK
AutoComplete,0.8545034642032333,193.3482979069313,0.01,6.0,HANCOCK
AutoComplete,0.8478662479216701,212.53907127302148,0.25,0.0,HANCOCK
POME,0.9035874439461884,15.601422070576705,0.05,4.0,MIMIC IV
POME,0.8766032728881026,15.50267709284736,0.25,1.0,MIMIC IV
POME,0.8953488372093024,14.740957509851416,0.01,7.0,MIMIC IV
POME,0.8811659192825112,15.090851374620684,0.05,1.0,MIMIC IV
POME,0.8638636363636364,17.092495605837208,0.5,2.0,MIMIC IV
POME,0.8758465011286681,17.085796305050973,0.1,4.0,MIMIC IV
POME,0.8782549109182275,17.26092286141255,0.5,7.0,MIMIC IV
POME,0.8886075949367088,16.513998366728043,0.05,3.0,MIMIC IV
POME,0.876269621421976,16.137996332696826,0.25,2.0,MIMIC IV
POME,0.8960739030023095,14.76050892706574,0.05,7.0,MIMIC IV
POME,0.8818380743982495,14.53605901131504,0.05,9.0,MIMIC IV
POME,0.8630872483221477,16.978613453425414,0.5,1.0,MIMIC IV
POME,0.882380073800738,16.137482496636714,0.5,9.0,MIMIC IV
POME,0.8795235913879982,14.945985298165796,0.25,5.0,MIMIC IV
POME,0.8589743589743589,17.260022655974772,0.01,6.0,MIMIC IV
POME,0.8781818181818182,17.169155810174203,0.5,3.0,MIMIC IV
POME,0.8783235691753042,15.930331657678549,0.25,9.0,MIMIC IV
POME,0.8958333333333334,20.88802836977604,0.01,4.0,MIMIC IV
POME,0.8855555555555555,17.723390088951778,0.1,6.0,MIMIC IV
POME,0.8935185185185185,17.93765187808094,0.1,1.0,MIMIC IV
POME,0.883571099861942,16.484838655145975,0.25,0.0,MIMIC IV
POME,0.8835214446952596,16.436616066888938,0.25,3.0,MIMIC IV
POME,0.8137254901960784,19.45776268922715,0.01,1.0,MIMIC IV
POME,0.8837209302325582,15.653148892546126,0.01,2.0,MIMIC IV
POME,0.8449197860962567,15.204814657412772,0.1,5.0,MIMIC IV
POME,0.8819599109131403,13.614437784190777,0.05,2.0,MIMIC IV
POME,0.9004424778761062,14.40542142172234,0.05,6.0,MIMIC IV
POME,0.8731762065095399,14.817830664580589,0.1,8.0,MIMIC IV
POME,0.8314606741573034,15.98874824678438,0.01,0.0,MIMIC IV
POME,0.8910112359550562,15.233027390950914,0.1,9.0,MIMIC IV
POME,0.8757450710683173,15.877532303374332,0.5,8.0,MIMIC IV
POME,0.9385964912280702,13.659332141995764,0.01,3.0,MIMIC IV
POME,0.868421052631579,15.762567506485173,0.1,7.0,MIMIC IV
POME,0.8882584024443474,17.60667725273269,0.25,6.0,MIMIC IV
POME,0.8763297872340425,15.777668596819764,0.25,8.0,MIMIC IV
POME,0.8676037179777828,17.055803216943538,0.5,0.0,MIMIC IV
POME,0.8686573866187697,15.398741577570686,0.5,6.0,MIMIC IV
POME,0.8883720930232558,18.604151784942346,0.05,5.0,MIMIC IV
POME,0.8784433756012243,16.05881476721602,0.25,4.0,MIMIC IV
POME,0.8707112019995455,16.274112489506585,0.5,4.0,MIMIC IV
POME,0.8850446428571429,15.987437294514953,0.1,3.0,MIMIC IV
POME,0.8625,18.872258197011707,0.01,9.0,MIMIC IV
POME,0.9004424778761062,14.573037566683674,0.05,8.0,MIMIC IV
POME,0.8758314855875832,16.995531937009407,0.1,2.0,MIMIC IV
POME,0.9102564102564102,13.282377820936446,0.01,8.0,MIMIC IV
POME,0.8766968325791855,15.746845757716107,0.1,0.0,MIMIC IV
POME,0.8813634351482957,14.520534836379458,0.25,7.0,MIMIC IV
POME,0.8666666666666667,11.539847936399893,0.01,5.0,MIMIC IV
POME,0.8604651162790697,15.107995727277242,0.05,0.0,MIMIC IV
POME,0.8730477465417225,16.832638303210583,0.5,5.0,MIMIC IV
MissForest,0.8604651162790697,12.8265554510688,0.01,7.0,MIMIC IV
MissForest,0.8666666666666667,10.1497922480369,0.01,5.0,MIMIC IV
MissForest,0.8854166666666666,18.58638593003933,0.01,4.0,MIMIC IV
MissForest,0.868409193330329,13.862716337781428,0.25,9.0,MIMIC IV
MissForest,0.8630751964085297,12.08529346495772,0.1,8.0,MIMIC IV
MissForest,0.8694196428571429,12.284936853664185,0.1,3.0,MIMIC IV
MissForest,0.803921568627451,14.386810407542413,0.01,1.0,MIMIC IV
MissForest,0.8799076212471132,11.661911201410575,0.05,7.0,MIMIC IV
MissForest,0.8596491228070176,12.873732895925086,0.1,7.0,MIMIC IV
MissForest,0.8603104212860311,13.471309230203312,0.1,2.0,MIMIC IV
MissForest,0.8946188340807175,12.673479147353651,0.05,4.0,MIMIC IV
MissForest,0.8710397144132084,14.495697471772576,0.5,5.0,MIMIC IV
MissForest,0.9385964912280702,10.878223638700607,0.01,3.0,MIMIC IV
MissForest,0.8449197860962567,12.599169511560468,0.1,5.0,MIMIC IV
MissForest,0.8677212287941312,14.36198720526595,0.5,8.0,MIMIC IV
MissForest,0.8876404494382022,12.170823456167714,0.1,9.0,MIMIC IV
MissForest,0.8619153674832962,11.2838521496336,0.05,2.0,MIMIC IV
MissForest,0.8744186046511628,13.612831471500986,0.05,5.0,MIMIC IV
MissForest,0.8738938053097345,11.858707774660123,0.05,6.0,MIMIC IV
MissForest,0.8604651162790697,12.167784094126953,0.05,0.0,MIMIC IV
MissForest,0.7865168539325843,13.45895540290192,0.01,0.0,MIMIC IV
MissForest,0.8707987778262767,14.225631029411236,0.25,6.0,MIMIC IV
MissForest,0.8656818181818182,14.141625662682747,0.5,2.0,MIMIC IV
MissForest,0.8648405927256398,13.6746614636282,0.5,6.0,MIMIC IV
MissForest,0.8811659192825112,12.023473724909934,0.05,1.0,MIMIC IV
MissForest,0.8763297872340425,13.397693707254222,0.25,8.0,MIMIC IV
MissForest,0.85,15.12924412596018,0.01,9.0,MIMIC IV
MissForest,0.8666666666666667,14.94300914538236,0.1,6.0,MIMIC IV
MissForest,0.8680571299025165,15.127938668859947,0.5,0.0,MIMIC IV
MissForest,0.8715909090909091,14.7238126687616,0.5,3.0,MIMIC IV
MissForest,0.8518099547511312,13.2728358144179,0.1,0.0,MIMIC IV
MissForest,0.8589743589743589,14.949996597594428,0.01,6.0,MIMIC IV
MissForest,0.8685295464956482,13.224505900786497,0.25,5.0,MIMIC IV
MissForest,0.8656235618959963,14.316763038189618,0.25,0.0,MIMIC IV
MissForest,0.8827433628318584,12.524751695268296,0.05,8.0,MIMIC IV
MissForest,0.8595078299776286,15.34899065151112,0.5,1.0,MIMIC IV
MissForest,0.8670747704416266,13.341200791889747,0.25,4.0,MIMIC IV
MissForest,0.8752306273062731,13.882298471978029,0.5,9.0,MIMIC IV
MissForest,0.8643326039387309,11.416350442148094,0.05,9.0,MIMIC IV
MissForest,0.8677573278800272,14.19453724352286,0.5,4.0,MIMIC IV
MissForest,0.8614958448753463,14.066885746657436,0.25,2.0,MIMIC IV
MissForest,0.8637770897832817,12.854875387910662,0.25,1.0,MIMIC IV
MissForest,0.8846153846153846,10.061186102372002,0.01,8.0,MIMIC IV
MissForest,0.8659142212189617,14.307407894222449,0.25,3.0,MIMIC IV
MissForest,0.8663773412517131,14.83045354436474,0.5,7.0,MIMIC IV
MissForest,0.8810126582278481,12.378754028791503,0.05,3.0,MIMIC IV
MissForest,0.8488372093023255,13.595125080796825,0.01,2.0,MIMIC IV
MissForest,0.8623024830699775,14.05426336871396,0.1,4.0,MIMIC IV
MissForest,0.8685258964143426,12.288639281577808,0.25,7.0,MIMIC IV
MissForest,0.8703703703703703,14.354378240625763,0.1,1.0,MIMIC IV
KNN,0.8552338530066815,13.722705723971536,0.05,2.0,MIMIC IV
KNN,0.8923766816143498,15.92315463421514,0.05,4.0,MIMIC IV
KNN,0.8488372093023255,15.308154902608146,0.01,2.0,MIMIC IV
KNN,0.8518099547511312,16.708103205238466,0.1,0.0,MIMIC IV
KNN,0.7752808988764045,16.24859688259653,0.01,0.0,MIMIC IV
KNN,0.8601558917927556,17.862187171958613,0.5,8.0,MIMIC IV
KNN,0.8668076109936576,16.20249640146081,0.05,0.0,MIMIC IV
KNN,0.870362287210825,17.889742247429314,0.25,6.0,MIMIC IV
KNN,0.8854166666666666,21.09881628167844,0.01,4.0,MIMIC IV
KNN,0.8683035714285714,15.620039043557185,0.1,3.0,MIMIC IV
KNN,0.8372093023255814,12.749948272254956,0.01,7.0,MIMIC IV
KNN,0.8643181818181818,18.02595800347057,0.5,2.0,MIMIC IV
KNN,0.8810126582278481,16.089984254862117,0.05,3.0,MIMIC IV
KNN,0.8630444544229906,18.922256405432805,0.5,6.0,MIMIC IV
KNN,0.8656235618959963,17.717269027174538,0.25,0.0,MIMIC IV
KNN,0.8660055350553506,17.06606030108579,0.5,9.0,MIMIC IV
KNN,0.8627584639854579,17.76093029059795,0.5,4.0,MIMIC IV
KNN,0.8589743589743589,17.121360384735002,0.01,6.0,MIMIC IV
KNN,0.8633333333333333,18.186931736325644,0.1,6.0,MIMIC IV
KNN,0.8601108033240997,17.244917275171783,0.25,2.0,MIMIC IV
KNN,0.8622649759510276,16.708161937560426,0.25,4.0,MIMIC IV
KNN,0.8647784376427593,18.608024341476177,0.5,7.0,MIMIC IV
KNN,0.8677272727272727,18.6836993411374,0.5,3.0,MIMIC IV
KNN,0.8799076212471132,16.171989882452163,0.05,7.0,MIMIC IV
KNN,0.8693105002253267,17.189247503014393,0.25,9.0,MIMIC IV
KNN,0.8654708520179372,15.955037516935931,0.05,1.0,MIMIC IV
KNN,0.863431151241535,17.549652833784656,0.1,4.0,MIMIC IV
KNN,0.8602388323750553,17.415016487391835,0.25,1.0,MIMIC IV
KNN,0.8643326039387309,14.674228408736322,0.05,9.0,MIMIC IV
KNN,0.8548098434004474,18.055070123723915,0.5,1.0,MIMIC IV
KNN,0.8685295464956482,16.734937031141406,0.25,5.0,MIMIC IV
KNN,0.8674645390070922,17.173700381256342,0.25,8.0,MIMIC IV
KNN,0.8607456140350878,16.967998074374094,0.1,7.0,MIMIC IV
KNN,0.85,17.71989088034621,0.01,9.0,MIMIC IV
KNN,0.8849557522123894,14.962718970951965,0.05,8.0,MIMIC IV
KNN,0.8846153846153846,13.359258611420715,0.01,8.0,MIMIC IV
KNN,0.8596724214254094,15.529730474224213,0.25,7.0,MIMIC IV
KNN,0.8666666666666667,12.801296445384214,0.01,5.0,MIMIC IV
KNN,0.8558758314855875,17.308047908282294,0.1,2.0,MIMIC IV
KNN,0.8744186046511628,16.676375943972662,0.05,5.0,MIMIC IV
KNN,0.8668005354752343,18.35585468288298,0.5,5.0,MIMIC IV
KNN,0.8619528619528619,16.62988385180682,0.1,8.0,MIMIC IV
KNN,0.8668981481481481,17.61154996684323,0.1,1.0,MIMIC IV
KNN,0.803921568627451,18.35326811656304,0.01,1.0,MIMIC IV
KNN,0.8664701881659488,18.91921752871055,0.5,0.0,MIMIC IV
KNN,0.9385964912280702,16.011628745447187,0.01,3.0,MIMIC IV
KNN,0.8481283422459893,16.018392305492604,0.1,5.0,MIMIC IV
KNN,0.8865168539325843,16.10715249244524,0.1,9.0,MIMIC IV
KNN,0.8654627539503386,17.65992437162051,0.25,3.0,MIMIC IV
KNN,0.8716814159292036,15.15815521552018,0.05,6.0,MIMIC IV
AutoComplete,0.8760964912280702,16.061491487212628,0.1,7.0,MIMIC IV
AutoComplete,0.8976063829787234,16.878529576313866,0.25,8.0,MIMIC IV
AutoComplete,0.8778280542986425,17.105981333059937,0.1,0.0,MIMIC IV
AutoComplete,0.8625,18.49195072681085,0.01,9.0,MIMIC IV
AutoComplete,0.8748663101604278,15.990124214139268,0.1,5.0,MIMIC IV
AutoComplete,0.90929203539823,15.369038830694642,0.05,8.0,MIMIC IV
AutoComplete,0.8777550556691661,18.95744603176951,0.5,4.0,MIMIC IV
AutoComplete,0.8819599109131403,18.147838618027915,0.05,2.0,MIMIC IV
AutoComplete,0.9102564102564102,15.333260094984192,0.01,8.0,MIMIC IV
AutoComplete,0.8826914563966357,17.154372687264946,0.25,7.0,MIMIC IV
AutoComplete,0.8758419398293669,21.473700167894645,0.5,6.0,MIMIC IV
AutoComplete,0.8666666666666667,20.765944422188696,0.1,6.0,MIMIC IV
AutoComplete,0.803921568627451,16.926930205857886,0.01,1.0,MIMIC IV
AutoComplete,0.8666666666666667,14.746122524322407,0.01,5.0,MIMIC IV
AutoComplete,0.8895089285714286,15.624495861714443,0.1,3.0,MIMIC IV
AutoComplete,0.8824833702882483,17.55672042606671,0.1,2.0,MIMIC IV
AutoComplete,0.9069767441860463,15.466275052205573,0.01,2.0,MIMIC IV
AutoComplete,0.8837209302325582,15.643495150014676,0.05,0.0,MIMIC IV
AutoComplete,0.8860465116279069,17.516399850311497,0.05,5.0,MIMIC IV
AutoComplete,0.8830699774266366,17.364242069173784,0.25,3.0,MIMIC IV
AutoComplete,0.8817492190986167,17.201362322832086,0.5,5.0,MIMIC IV
AutoComplete,0.8946188340807175,19.90822738249272,0.05,4.0,MIMIC IV
AutoComplete,0.8854166666666666,17.511830980322326,0.1,1.0,MIMIC IV
AutoComplete,0.8202247191011236,16.482825178025106,0.01,0.0,MIMIC IV
AutoComplete,0.8815909090909091,38.65739969901975,0.5,3.0,MIMIC IV
AutoComplete,0.885936784241869,18.166174808148828,0.25,5.0,MIMIC IV
AutoComplete,0.8958333333333334,20.444714950701123,0.01,4.0,MIMIC IV
AutoComplete,0.8754208754208754,16.025811465888754,0.1,8.0,MIMIC IV
AutoComplete,0.8900043649061545,19.280690262581032,0.25,6.0,MIMIC IV
AutoComplete,0.9053117782909932,14.549794052981,0.05,7.0,MIMIC IV
AutoComplete,0.8837209302325582,16.75236467697594,0.01,7.0,MIMIC IV
AutoComplete,0.9385964912280702,15.484463218765692,0.01,3.0,MIMIC IV
AutoComplete,0.8909418657052727,16.678403248966227,0.25,9.0,MIMIC IV
AutoComplete,0.8656818181818182,25.52751949379886,0.5,2.0,MIMIC IV
AutoComplete,0.899103139013453,16.186248942829366,0.05,1.0,MIMIC IV
AutoComplete,0.9101123595505618,16.046220613032098,0.1,9.0,MIMIC IV
AutoComplete,0.873589164785553,17.283146883576936,0.1,4.0,MIMIC IV
AutoComplete,0.9012658227848102,15.619752844813387,0.05,3.0,MIMIC IV
AutoComplete,0.8780375974323704,17.46400066770709,0.5,8.0,MIMIC IV
AutoComplete,0.8764275925079945,17.614379671052212,0.5,7.0,MIMIC IV
AutoComplete,0.8784856041713897,23.045348539769417,0.5,0.0,MIMIC IV
AutoComplete,0.8790397045244691,16.852247141928704,0.25,2.0,MIMIC IV
AutoComplete,0.8779301194161875,18.653038802341644,0.25,1.0,MIMIC IV
AutoComplete,0.8862144420131292,15.009673442271756,0.05,9.0,MIMIC IV
AutoComplete,0.8890682656826568,16.72049179223198,0.5,9.0,MIMIC IV
AutoComplete,0.8915929203539823,15.09152409440857,0.05,6.0,MIMIC IV
AutoComplete,0.8700223713646532,17.792122237152316,0.5,1.0,MIMIC IV
AutoComplete,0.8867512024486226,16.832043128801217,0.25,4.0,MIMIC IV
AutoComplete,0.8589743589743589,16.96739465444994,0.01,6.0,MIMIC IV
AutoComplete,0.883571099861942,17.152426802615242,0.25,0.0,MIMIC IV
