Method,Target,Type,Score,Precision,Recall,F1
POME,Neutropenic Fever,AP,0.15702765785741357,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14229891402425493,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.12476867794937761,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.09244547028710728,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.15368069944711654,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10333476366860317,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
POME,Aplasia,AP,0.2977067985546523,0.3,0.10112359550561797,0.15126050420168066
UMAP,Aplasia,AP,0.3419127048414908,0.375,0.16853932584269662,0.23255813953488372
POME,Aplasia,AP,0.4011647568987555,0.5,0.07042253521126761,0.12345679012345678
UMAP,Aplasia,AP,0.36992556980947305,0.5714285714285714,0.16901408450704225,0.2608695652173913
POME,Aplasia,AP,0.4334674526791861,0.5,0.12222222222222222,0.19642857142857142
UMAP,Aplasia,AP,0.40871044705401843,0.5,0.24444444444444444,0.3283582089552239
POME,Aplasia,AP,0.44438234917101815,0.6333333333333333,0.1958762886597938,0.2992125984251969
UMAP,Aplasia,AP,0.49625848844862214,0.625,0.25773195876288657,0.36496350364963503
POME,Aplasia,AP,0.4781684429382089,0.5806451612903226,0.16071428571428573,0.2517482517482518
UMAP,Aplasia,AP,0.5592653487160252,0.6,0.29464285714285715,0.39520958083832336
POME,Aplasia,AP,0.5577884775802022,0.6666666666666666,0.15827338129496402,0.2558139534883721
UMAP,Aplasia,AP,0.6088842751826108,0.723404255319149,0.2446043165467626,0.3655913978494624
POME,Aplasia,AP,0.3767767234182011,0.5294117647058824,0.1111111111111111,0.1836734693877551
UMAP,Aplasia,AP,0.4135447968856642,0.52,0.16049382716049382,0.24528301886792453
POME,Aplasia,AP,0.3993238011314209,0.6875,0.1375,0.22916666666666666
UMAP,Aplasia,AP,0.41441525532826295,0.5428571428571428,0.2375,0.33043478260869563
POME,Aplasia,AP,0.5069082933356471,0.75,0.13333333333333333,0.22641509433962265
UMAP,Aplasia,AP,0.4783891045241834,0.6666666666666666,0.24444444444444444,0.35772357723577236
POME,Aplasia,AP,0.5322498001121301,0.7647058823529411,0.14444444444444443,0.24299065420560748
UMAP,Aplasia,AP,0.5414564480725967,0.6666666666666666,0.28888888888888886,0.40310077519379844
Naive,Aplasia,AP,0.21205962059620595,-1.0,-1.0,-1.0
POME,Neutropenic Fever,AP,0.046409017321717316,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.05084275010995198,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.11565064412971454,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.11150392233293015,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.11233891091830578,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.16248050518963625,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.08520885091523059,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.19648184229707755,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.12506684218376332,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.22837756825290184,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1620110561190055,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1485151713508276,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.17126867251157765,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.21429718491211786,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.18862965580967989,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14131935078280744,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.07629529915213232,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.08976693356637262,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.10271007785840021,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10237272508406042,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
POME,Aplasia,AP,0.31880464400911285,0.3684210526315789,0.15730337078651685,0.2204724409448819
UMAP,Aplasia,AP,0.3392210654600279,0.3902439024390244,0.1797752808988764,0.24615384615384617
POME,Aplasia,AP,0.3786426386675203,0.4666666666666667,0.09859154929577464,0.16279069767441862
UMAP,Aplasia,AP,0.3694511985563247,0.5909090909090909,0.18309859154929578,0.27956989247311825
POME,Aplasia,AP,0.5130947931486036,0.6666666666666666,0.24444444444444444,0.35772357723577236
UMAP,Aplasia,AP,0.4056990004007474,0.4888888888888889,0.24444444444444444,0.32592592592592595
POME,Aplasia,AP,0.45315197044314304,0.5151515151515151,0.17525773195876287,0.26153846153846155
UMAP,Aplasia,AP,0.49954422999904047,0.5952380952380952,0.25773195876288657,0.3597122302158273
POME,Aplasia,AP,0.46630053634397906,0.5,0.15178571428571427,0.2328767123287671
UMAP,Aplasia,AP,0.5668134026334122,0.6206896551724138,0.32142857142857145,0.4235294117647059
POME,Aplasia,AP,0.5869664483707152,0.6923076923076923,0.12949640287769784,0.21818181818181817
UMAP,Aplasia,AP,0.6114515617481759,0.7083333333333334,0.2446043165467626,0.36363636363636365
POME,Aplasia,AP,0.3460285527207567,0.4642857142857143,0.16049382716049382,0.23853211009174313
UMAP,Aplasia,AP,0.4115516656535626,0.5384615384615384,0.1728395061728395,0.2616822429906542
POME,Aplasia,AP,0.4338747359694736,0.5625,0.1125,0.1875
UMAP,Aplasia,AP,0.4131608424355073,0.5294117647058824,0.225,0.3157894736842105
POME,Aplasia,AP,0.5189984596490959,0.7222222222222222,0.14444444444444443,0.24074074074074073
UMAP,Aplasia,AP,0.4798175171297271,0.6571428571428571,0.25555555555555554,0.368
POME,Aplasia,AP,0.6008346331243432,0.8947368421052632,0.18888888888888888,0.3119266055045872
UMAP,Aplasia,AP,0.544715877562616,0.6923076923076923,0.3,0.4186046511627907
Naive,Aplasia,AP,0.21205962059620595,-1.0,-1.0,-1.0
POME,Neutropenic Fever,AP,0.053010970766045704,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.05007091213613479,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.11437343758997405,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.11048768930250286,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.135351281253389,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1594463891787381,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1151297624758673,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14940213668775645,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.145260525691603,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.22454051424741625,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1638584911179604,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14273405174684722,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.18082344369784326,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.17719366276991924,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1706770167572866,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1396957092467067,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.0805908287044205,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.08774260234693965,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1527362798778215,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10358119324292561,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
